time_s,reference_heading_deg,actual_heading_deg,heading_error_deg
52.832,-87.69,-89.26,1.57
52.864,-87.67,-89.24,1.57
52.896,-87.64,-89.21,1.57
52.928,-87.62,-89.19,1.57
52.960,-87.59,-89.17,1.58
52.992,-87.56,-89.14,1.58
53.024,-87.54,-89.12,1.58
53.056,-87.51,-89.09,1.59
53.088,-87.48,-89.07,1.59
53.120,-87.45,-89.04,1.59
53.152,-88.21,-89.01,0.80
53.184,-88.56,-89.59,1.03
53.216,-88.75,-89.44,0.69
53.248,-88.87,-89.71,0.84
53.280,-88.95,-89.63,0.68
53.312,-89.00,-89.76,0.76
53.344,-89.04,-89.73,0.69
53.376,-89.07,-89.81,0.74
53.408,-89.09,-89.80,0.71
53.440,-89.10,-89.84,0.74
53.472,-89.11,-89.84,0.73
53.504,-89.12,-89.87,0.75
53.536,-89.12,-89.88,0.75
53.568,-89.13,-89.90,0.77
53.600,-89.13,-89.91,0.78
53.632,-89.13,-89.92,0.80
53.664,-89.12,-89.93,0.80
53.696,-89.12,-89.94,0.82
53.728,-89.12,-89.95,0.83
53.760,-89.12,-89.96,0.84
53.792,-89.11,-89.97,0.85
53.824,-89.11,-89.97,0.87
53.856,-89.10,-89.98,0.88
53.888,-89.10,-89.99,0.89
53.920,-89.09,-89.99,0.90
53.952,-89.09,-90.00,0.91
53.984,-89.08,-90.00,0.92
54.016,-89.07,-90.01,0.93
54.048,-89.07,-90.01,0.94
54.080,-89.06,-90.01,0.95
54.112,-89.06,-90.02,0.96
54.144,-89.05,-90.02,0.97
54.176,-89.04,-90.02,0.98
54.208,-89.03,-90.02,0.99
54.240,-89.03,-90.02,1.00
54.272,-89.02,-90.02,1.00
54.304,-89.01,-90.02,1.01
54.336,-89.00,-90.02,1.02
54.368,-89.00,-90.02,1.03
54.400,-88.99,-90.02,1.03
54.432,-88.98,-90.02,1.04
54.464,-88.97,-90.02,1.05
54.496,-88.97,-90.02,1.05
54.528,-88.96,-90.01,1.06
54.560,-88.95,-90.01,1.06
54.592,-88.94,-90.01,1.07
54.624,-88.93,-90.01,1.07
54.656,-88.92,-90.00,1.08
54.688,-88.91,-90.00,1.09
54.720,-88.91,-90.00,1.09
54.752,-88.90,-89.99,1.09
54.784,-88.89,-89.99,1.10
54.816,-88.88,-89.98,1.10
54.848,-88.87,-89.98,1.11
54.880,-88.86,-89.97,1.11
54.912,-88.85,-89.97,1.12
54.944,-88.84,-89.96,1.12
54.976,-88.83,-89.95,1.12
55.008,-88.82,-89.95,1.13
55.040,-88.81,-89.94,1.13
55.072,-88.80,-89.93,1.13
55.104,-88.79,-89.93,1.14
55.136,-88.78,-89.92,1.14
55.168,-88.77,-89.91,1.14
55.200,-88.76,-89.90,1.15
55.232,-88.75,-89.90,1.15
55.264,-88.73,-89.89,1.15
55.296,-88.72,-89.88,1.16
55.328,-88.71,-89.87,1.16
55.360,-88.70,-89.86,1.16
55.392,-88.69,-89.85,1.16
55.424,-88.68,-89.84,1.17
55.456,-88.67,-89.83,1.17
55.488,-88.65,-89.82,1.17
55.520,-88.64,-89.81,1.17
55.552,-88.63,-89.80,1.17
55.584,-88.62,-89.79,1.18
55.616,-88.60,-89.78,1.18
55.648,-88.59,-89.77,1.18
55.680,-88.58,-89.76,1.18
55.712,-88.57,-89.75,1.18
55.744,-88.55,-89.74,1.19
55.776,-88.54,-89.73,1.19
55.808,-88.53,-89.72,1.19
55.840,-88.51,-89.70,1.19
55.872,-88.50,-89.69,1.19
55.904,-88.48,-89.68,1.20
55.936,-88.47,-89.67,1.20
55.968,-88.45,-89.65,1.20
56.000,-88.44,-89.64,1.20
56.032,-88.43,-89.63,1.20
56.064,-88.41,-89.61,1.20
56.096,-88.39,-89.60,1.21
56.128,-88.38,-89.59,1.21
56.160,-88.36,-89.57,1.21
56.192,-88.35,-89.56,1.21
56.224,-88.33,-89.54,1.21
56.256,-88.31,-89.53,1.21
56.288,-88.30,-89.51,1.22
56.320,-88.28,-89.50,1.22
56.352,-88.26,-89.48,1.22
56.384,-88.25,-89.47,1.22
56.416,-88.23,-89.45,1.22
56.448,-88.21,-89.43,1.23
56.480,-88.19,-89.42,1.23
56.512,-88.17,-89.40,1.23
56.544,-88.15,-89.38,1.23
56.576,-88.13,-89.37,1.23
56.608,-88.11,-89.35,1.24
56.640,-88.09,-89.33,1.24
56.672,-88.07,-89.31,1.24
56.704,-88.05,-89.29,1.24
56.736,-88.03,-89.28,1.24
56.768,-88.01,-89.26,1.25
56.800,-87.99,-89.24,1.25
56.832,-87.97,-89.22,1.25
56.864,-87.94,-89.20,1.25
56.896,-87.92,-89.18,1.26
56.928,-87.89,-89.16,1.26
56.960,-87.87,-89.13,1.26
56.992,-88.53,-89.11,0.58
57.024,-88.83,-89.61,0.78
57.056,-88.99,-89.48,0.49
57.088,-89.09,-89.71,0.62
57.120,-89.15,-89.64,0.49
57.152,-89.20,-89.76,0.56
57.184,-89.23,-89.73,0.50
57.216,-89.25,-89.79,0.54
57.248,-89.27,-89.78,0.51
57.280,-89.28,-89.82,0.54
57.312,-89.29,-89.82,0.53
57.344,-89.30,-89.85,0.56
57.376,-89.30,-89.86,0.56
57.408,-89.30,-89.87,0.57
57.440,-89.30,-89.88,0.58
57.472,-89.30,-89.89,0.59
57.504,-89.30,-89.90,0.60
57.536,-89.30,-89.91,0.61
57.568,-89.30,-89.92,0.62
57.600,-89.29,-89.93,0.63
57.632,-89.29,-89.94,0.64
57.664,-89.29,-89.94,0.65
57.696,-89.28,-89.95,0.66
57.728,-89.28,-89.96,0.67
57.760,-89.28,-89.96,0.68
57.792,-89.27,-89.97,0.69
57.824,-89.27,-89.97,0.70
57.856,-89.26,-89.97,0.71
57.888,-89.26,-89.98,0.72
57.920,-89.25,-89.98,0.73
57.952,-89.25,-89.98,0.74
57.984,-89.24,-89.99,0.74
58.016,-89.24,-89.99,0.75
58.048,-89.23,-89.99,0.76
58.080,-89.23,-89.99,0.77
58.112,-89.22,-89.99,0.77
58.144,-89.21,-89.99,0.78
58.176,-89.21,-90.00,0.79
58.208,-89.20,-90.00,0.79
58.240,-89.20,-90.00,0.80
58.272,-89.19,-90.00,0.81
58.304,-89.18,-89.99,0.81
58.336,-89.18,-89.99,0.82
58.368,-89.17,-89.99,0.82
58.400,-89.16,-89.99,0.83
58.432,-89.16,-89.99,0.83
58.464,-89.15,-89.99,0.84
58.496,-89.14,-89.98,0.84
58.528,-89.14,-89.98,0.85
58.560,-89.13,-89.98,0.85
58.592,-89.12,-89.98,0.85
58.624,-89.11,-89.97,0.86
58.656,-89.11,-89.97,0.86
58.688,-89.10,-89.97,0.87
58.720,-89.09,-89.96,0.87
58.752,-89.08,-89.96,0.87
58.784,-89.08,-89.95,0.88
58.816,-89.07,-89.95,0.88
58.848,-89.06,-89.94,0.88
58.880,-89.05,-89.94,0.89
58.912,-89.04,-89.93,0.89
58.944,-89.04,-89.93,0.89
58.976,-89.03,-89.92,0.90
59.008,-89.02,-89.92,0.90
59.040,-89.01,-89.91,0.90
59.072,-89.00,-89.90,0.90
59.104,-88.99,-89.90,0.91
59.136,-88.98,-89.89,0.91
59.168,-88.97,-89.88,0.91
59.200,-88.97,-89.88,0.91
59.232,-88.96,-89.87,0.92
59.264,-88.95,-89.86,0.92
59.296,-88.94,-89.86,0.92
59.328,-88.93,-89.85,0.92
59.360,-88.92,-89.84,0.92
59.392,-88.91,-89.83,0.93
59.424,-88.90,-89.82,0.93
59.456,-88.89,-89.82,0.93
59.488,-88.88,-89.81,0.93
59.520,-88.87,-89.80,0.93
59.552,-88.86,-89.79,0.93
59.584,-88.84,-89.78,0.94
59.616,-88.83,-89.77,0.94
59.648,-88.82,-89.76,0.94
59.680,-88.81,-89.75,0.94
59.712,-88.80,-89.74,0.94
59.744,-88.79,-89.73,0.94
59.776,-88.78,-89.72,0.95
59.808,-88.76,-89.71,0.95
59.840,-88.75,-89.70,0.95
59.872,-88.74,-89.69,0.95
59.904,-88.73,-89.68,0.95
59.936,-88.72,-89.67,0.95
59.968,-88.70,-89.66,0.96
60.000,-88.69,-89.65,0.96
60.032,-88.68,-89.64,0.96
60.064,-88.66,-89.62,0.96
60.096,-88.65,-89.61,0.96
60.128,-88.64,-89.60,0.96
60.160,-88.62,-89.59,0.97
60.192,-88.61,-89.57,0.97
60.224,-88.59,-89.56,0.97
60.256,-88.58,-89.55,0.97
60.288,-88.56,-89.54,0.97
60.320,-88.55,-89.52,0.97
60.352,-88.53,-89.51,0.98
60.384,-88.52,-89.49,0.98
60.416,-88.50,-89.48,0.98
60.448,-88.48,-89.47,0.98
60.480,-88.47,-89.45,0.98
60.512,-88.45,-89.44,0.99
60.544,-88.43,-89.42,0.99
60.576,-88.41,-89.40,0.99
60.608,-88.40,-89.39,0.99
60.640,-88.38,-89.37,1.00
60.672,-88.36,-89.36,1.00
60.704,-88.34,-89.34,1.00
60.736,-88.32,-89.32,1.00
60.768,-88.30,-89.31,1.01
60.800,-88.28,-89.29,1.01
60.832,-88.83,-89.27,0.43
60.864,-89.08,-89.69,0.61
60.896,-89.21,-89.57,0.37
60.928,-89.29,-89.77,0.48
60.960,-89.34,-89.70,0.37
60.992,-89.37,-89.81,0.43
61.024,-89.40,-89.78,0.38
61.056,-89.42,-89.83,0.42
61.088,-89.43,-89.82,0.39
61.120,-89.44,-89.86,0.42
61.152,-89.45,-89.86,0.41
61.184,-89.45,-89.88,0.43
61.216,-89.46,-89.88,0.43
61.248,-89.46,-89.90,0.44
61.280,-89.46,-89.90,0.45
61.312,-89.46,-89.92,0.46
61.344,-89.46,-89.92,0.46
61.376,-89.46,-89.93,0.47
61.408,-89.45,-89.94,0.48
61.440,-89.45,-89.94,0.49
61.472,-89.45,-89.95,0.50
61.504,-89.45,-89.96,0.51
61.536,-89.44,-89.96,0.52
61.568,-89.44,-89.97,0.52
61.600,-89.44,-89.97,0.53
61.632,-89.43,-89.98,0.54
61.664,-89.43,-89.98,0.55
61.696,-89.43,-89.98,0.56
61.728,-89.42,-89.99,0.56
61.760,-89.42,-89.99,0.57
61.792,-89.42,-89.99,0.58
61.824,-89.41,-89.99,0.58
61.856,-89.41,-90.00,0.59
61.888,-89.40,-90.00,0.60
61.920,-89.40,-90.00,0.60
61.952,-89.39,-90.00,0.61
61.984,-89.39,-90.00,0.61
62.016,-89.38,-90.00,0.62
62.048,-89.38,-90.00,0.62
62.080,-89.37,-90.00,0.63
62.112,-176.40,-90.00,-86.40
62.144,-176.41,-92.58,-83.83
62.176,-176.41,-95.15,-81.25
62.208,-176.41,-97.74,-78.67
62.240,-176.41,-100.35,-76.05
62.272,-176.40,-102.94,-73.47
62.304,-176.40,-105.55,-70.86
62.336,-176.40,-108.16,-68.25
62.368,-176.40,-110.76,-65.64
62.400,-176.40,-113.36,-63.04
62.432,-176.40,-115.96,-60.44
62.464,-176.40,-118.56,-57.84
62.496,-176.40,-121.16,-55.24
62.528,-176.39,-123.75,-52.64
62.560,-176.39,-126.34,-50.05
62.592,-176.39,-128.93,-47.46
62.624,-176.39,-131.52,-44.88
62.656,-176.39,-134.10,-42.29
62.688,-176.39,-136.69,-39.71
62.720,-176.40,-139.27,-37.12
62.752,-89.38,-141.85,52.48
62.784,-89.38,-139.21,49.83
62.816,-89.38,-136.58,47.20
62.848,-89.38,-133.96,44.58
62.880,-89.38,-131.34,41.97
62.912,-89.38,-128.73,39.36
62.944,-89.38,-126.13,36.75
62.976,-89.38,-123.53,34.15
63.008,-89.38,-120.93,31.56
63.040,-89.38,-118.34,28.96
63.072,-89.38,-115.76,26.37
63.104,-89.38,-113.17,23.79
63.136,-89.19,-113.84,24.65
63.168,-89.00,-111.96,22.96
63.200,-88.82,-111.98,23.17
63.232,-88.63,-110.66,22.02
63.264,-88.45,-110.30,21.85
63.296,-88.28,-109.30,21.03
63.328,-88.10,-108.79,20.69
63.360,-87.93,-107.96,20.03
63.392,-87.77,-107.38,19.62
63.424,-87.60,-106.65,19.05
63.456,-87.44,-106.06,18.62
63.488,-87.28,-105.39,18.11
63.520,-87.12,-104.81,17.68
63.552,-86.97,-104.19,17.22
63.584,-86.82,-103.62,16.80
63.616,-86.67,-103.04,16.37
63.648,-86.52,-102.50,15.97
63.680,-86.38,-101.95,15.57
63.712,-86.24,-101.43,15.19
63.744,-86.10,-100.91,14.82
63.776,-85.96,-100.42,14.46
63.808,-85.82,-99.93,14.10
63.840,-85.69,-99.45,13.76
63.872,-85.56,-98.99,13.43
63.904,-85.43,-98.53,13.11
63.936,-85.30,-98.09,12.79
63.968,-85.17,-97.66,12.49
64.000,-85.05,-97.24,12.19
64.032,-84.92,-96.82,11.90
64.064,-84.80,-96.42,11.62
64.096,-84.68,-96.03,11.35
64.128,-84.56,-95.65,11.08
64.160,-84.45,-95.27,10.82
64.192,-84.33,-94.90,10.57
64.224,-84.22,-94.55,10.33
64.256,-84.10,-94.20,10.10
64.288,-83.99,-93.86,9.87
64.320,-83.88,-93.53,9.65
64.352,-83.77,-93.20,9.43
64.384,-83.67,-92.89,9.22
64.416,-83.56,-92.57,9.01
64.448,-83.46,-92.27,8.81
64.480,-83.35,-91.97,8.62
64.512,-83.25,-91.68,8.43
64.544,-83.15,-91.39,8.24
64.576,-83.04,-91.11,8.06
64.608,-82.94,-90.83,7.89
64.640,-82.84,-90.56,7.72
64.672,-82.75,-90.30,7.55
64.704,-82.65,-90.04,7.39
64.736,-82.55,-89.79,7.24
64.768,-82.46,-89.54,7.08
64.800,-82.36,-89.30,6.93
64.832,-82.27,-89.06,6.79
64.864,-82.17,-88.82,6.65
64.896,-82.08,-88.59,6.51
64.928,-81.99,-88.37,6.38
64.960,-81.90,-88.14,6.25
64.992,-81.80,-87.93,6.12
65.024,-81.71,-87.71,6.00
65.056,-81.62,-87.50,5.88
65.088,-81.53,-87.30,5.77
65.120,-81.44,-87.09,5.65
65.152,-81.35,-86.90,5.54
65.184,-81.26,-86.70,5.44
65.216,-81.18,-86.51,5.33
65.248,-81.09,-86.32,5.23
65.280,-81.00,-86.13,5.13
65.312,-83.54,-85.95,2.40
65.344,-84.75,-87.76,3.01
65.376,-85.42,-87.22,1.80
65.408,-85.85,-88.02,2.16
65.440,-86.14,-87.68,1.54
65.472,-86.34,-88.07,1.73
65.504,-86.48,-87.88,1.40
65.536,-86.59,-88.07,1.48
65.568,-86.67,-87.96,1.29
65.600,-86.73,-88.05,1.32
65.632,-86.77,-87.99,1.22
65.664,-86.81,-88.03,1.22
65.696,-86.83,-87.99,1.16
65.728,-86.85,-88.00,1.15
65.760,-86.87,-87.97,1.11
65.792,-86.88,-87.97,1.10
65.824,-86.88,-87.95,1.07
65.856,-86.89,-87.94,1.06
65.888,-86.89,-87.92,1.04
65.920,-86.89,-87.91,1.02
65.952,-86.89,-87.89,1.01
65.984,-86.88,-87.88,1.00
66.016,-86.88,-87.86,0.98
66.048,-86.88,-87.85,0.97
66.080,-86.87,-87.83,0.96
66.112,-86.87,-87.82,0.95
66.144,-86.86,-87.80,0.94
66.176,-86.86,-87.79,0.93
66.208,-86.85,-87.78,0.92
66.240,-86.85,-87.76,0.91
66.272,-86.84,-87.75,0.91
66.304,-86.84,-87.73,0.90
66.336,-86.83,-87.72,0.89
66.368,-86.82,-87.71,0.88
66.400,-86.82,-87.69,0.88
66.432,-86.81,-87.68,0.87
66.464,-86.81,-87.67,0.86
66.496,-86.80,-87.65,0.85
66.528,-86.79,-87.64,0.85
66.560,-86.79,-87.63,0.84
66.592,-86.78,-87.62,0.84
66.624,-86.78,-87.60,0.83
66.656,-86.77,-87.59,0.82
66.688,-86.76,-87.58,0.82
66.720,-86.76,-87.57,0.81
66.752,-86.75,-87.56,0.81
66.784,-86.74,-87.55,0.80
66.816,-86.74,-87.53,0.80
66.848,-86.73,-87.52,0.79
66.880,-86.73,-87.51,0.79
66.912,-86.72,-87.50,0.78
66.944,-86.71,-87.49,0.78
66.976,-86.71,-87.48,0.77
67.008,-86.70,-87.47,0.77
67.040,-86.69,-87.46,0.76
67.072,-86.69,-87.45,0.76
67.104,-86.68,-87.44,0.75
67.136,-86.67,-87.43,0.75
67.168,-86.67,-87.41,0.75
67.200,-86.66,-87.40,0.74
67.232,-86.66,-87.39,0.74
67.264,-86.65,-87.38,0.74
67.296,-86.64,-87.37,0.73
67.328,-86.64,-87.36,0.73
67.360,-86.63,-87.35,0.72
67.392,-86.62,-87.34,0.72
67.424,-86.62,-87.33,0.72
67.456,-86.61,-87.32,0.71
67.488,-86.60,-87.31,0.71
67.520,-86.60,-87.30,0.71
67.552,-86.59,-87.29,0.71
67.584,-86.58,-87.29,0.70
67.616,-86.58,-87.28,0.70
67.648,-86.57,-87.27,0.70
67.680,-86.56,-87.26,0.69
67.712,-86.55,-87.25,0.69
67.744,-86.55,-87.24,0.69
67.776,-86.54,-87.23,0.69
67.808,-86.53,-87.22,0.68
67.840,-86.53,-87.21,0.68
67.872,-86.52,-87.20,0.68
67.904,-86.51,-87.19,0.68
67.936,-86.50,-87.18,0.68
67.968,-86.50,-87.17,0.67
68.000,-86.49,-87.16,0.67
68.032,-86.48,-87.15,0.67
68.064,-86.47,-87.14,0.67
68.096,-86.47,-87.13,0.67
68.128,-86.46,-87.12,0.66
68.160,-86.45,-87.11,0.66
68.192,-86.44,-87.10,0.66
68.224,-86.44,-87.09,0.66
68.256,-86.43,-87.09,0.66
68.288,-86.42,-87.08,0.66
68.320,-86.41,-87.07,0.65
68.352,-86.40,-87.06,0.65
68.384,-86.39,-87.05,0.65
68.416,-86.39,-87.04,0.65
68.448,-86.38,-87.03,0.65
68.480,-86.37,-87.02,0.65
